filename,label
0_6.png,0
0_7.png,0
0_15.png,0
0_30.png,0
0_14.png,0
0_4.png,0
0_16.png,0
0_1.png,0
0_27.png,0
0_18.png,0
0_29.png,0
0_3.png,0
0_12.png,0
0_10.png,0
0_25.png,0
0_19.png,0
0_5.png,0
0_13.png,0
0_2.png,0
0_20.png,0
0_57.png,0
0_41.png,0
0_43.png,0
0_52.png,0
0_59.png,0
0_11.png,0
0_17.png,0
0_23.png,0
0_26.png,0
0_8.png,0
0_24.png,0
0_21.png,0
0_9.png,0
0_28.png,0
0_31.png,0
0_22.png,0
0_38.png,0
0_39.png,0
0_56.png,0
0_35.png,0
0_40.png,0
0_55.png,0
0_48.png,0
0_33.png,0
0_44.png,0
0_45.png,0
0_36.png,0
0_51.png,0
0_34.png,0
0_49.png,0
0_50.png,0
0_53.png,0
0_70.png,0
0_65.png,0
0_87.png,0
0_88.png,0
0_86.png,0
0_89.png,0
0_80.png,0
0_37.png,0
0_32.png,0
0_54.png,0
0_46.png,0
0_60.png,0
0_47.png,0
0_58.png,0
0_61.png,0
0_42.png,0
0_79.png,0
0_78.png,0
0_82.png,0
0_66.png,0
0_75.png,0
0_91.png,0
0_71.png,0
0_73.png,0
0_62.png,0
0_84.png,0
0_83.png,0
0_72.png,0
0_74.png,0
0_85.png,0
0_64.png,0
0_69.png,0
0_108.png,0
0_94.png,0
0_120.png,0
0_107.png,0
0_111.png,0
0_109.png,0
0_104.png,0
0_99.png,0
0_103.png,0
0_77.png,0
0_81.png,0
0_76.png,0
0_67.png,0
0_63.png,0
0_90.png,0
0_68.png,0
0_119.png,0
0_100.png,0
0_102.png,0
0_105.png,0
0_101.png,0
0_112.png,0
0_115.png,0
0_92.png,0
0_117.png,0
0_116.png,0
0_114.png,0
0_97.png,0
0_113.png,0
0_110.png,0
0_95.png,0
0_93.png,0
0_127.png,0
0_129.png,0
0_135.png,0
0_149.png,0
0_128.png,0
0_140.png,0
0_136.png,0
0_139.png,0
0_132.png,0
0_138.png,0
0_147.png,0
0_121.png,0
0_98.png,0
0_118.png,0
0_106.png,0
0_96.png,0
0_141.png,0
0_124.png,0
0_123.png,0
0_130.png,0
0_143.png,0
0_142.png,0
0_133.png,0
0_146.png,0
0_122.png,0
0_145.png,0
0_148.png,0
0_126.png,0
0_125.png,0
0_131.png,0
0_134.png,0
0_150.png,0
0_144.png,0
0_137.png,0
1_20.png,1
1_39.png,1
1_29.png,1
1_44.png,1
1_37.png,1
1_33.png,1
1_31.png,1
1_42.png,1
1_21.png,1
1_27.png,1
1_30.png,1
1_17.png,1
1_32.png,1
1_13.png,1
1_43.png,1
1_34.png,1
1_22.png,1
1_24.png,1
1_40.png,1
1_35.png,1
1_45.png,1
1_36.png,1
1_19.png,1
1_5.png,1
1_7.png,1
1_41.png,1
1_61.png,1
1_49.png,1
1_66.png,1
1_52.png,1
1_69.png,1
1_60.png,1
1_75.png,1
1_72.png,1
1_70.png,1
1_51.png,1
1_58.png,1
1_62.png,1
1_71.png,1
1_12.png,1
1_11.png,1
1_2.png,1
1_1.png,1
1_6.png,1
